2.063020, 0.020000 
2.071880, 0.020000 
2.080730, 0.020000 
2.089580, 0.020000 
2.098440, 0.030000 
2.107290, 0.020000 
2.116150, 0.020000 
2.125000, 0.020000 
2.133850, 0.030000 
2.142710, 0.020000 
2.151560, 0.020000 
2.160420, 0.020000 
2.169270, 0.020000 
2.178130, 0.020000 
2.186980, 0.020000 
2.195830, 0.020000 
2.204690, 0.020000 
2.213540, 0.020000 
2.222400, 0.020000 
2.231250, 0.020000 
2.240100, 0.020000 
2.248960, 0.020000 
2.257810, 0.020000 
2.266670, 0.020000 
2.275520, 0.030000 
2.284380, 0.030000 
2.293230, 0.020000 
2.302080, 0.030000 
2.310940, 0.030000 
2.319790, 0.020000 
2.328650, 0.020000 
2.337500, 0.020000 
2.346350, 0.030000 
2.355210, 0.020000 
2.364060, 0.020000 
2.372920, 0.020000 
2.381770, 0.020000 
2.390630, 0.020000 
2.399480, 0.020000 
2.408330, 0.020000 
2.417190, 0.020000 
2.426040, 0.020000 
2.434900, 0.020000 
2.443750, 0.020000 
2.452600, 0.020000 
2.461460, 0.020000 
2.470310, 0.020000 
2.479170, 0.020000 
2.488020, 0.020000 
2.496880, 0.020000 
2.505730, 0.020000 
2.514580, 0.020000 
2.523440, 0.020000 
2.532290, 0.020000 
2.541150, 0.020000 
2.550000, 0.020000 
2.558850, 0.030000 
2.567710, 0.020000 
2.576560, 0.020000 
2.585420, 0.020000 
2.594270, 0.020000 
2.603130, 0.020000 
2.611980, 0.020000 
2.620830, 0.020000 
2.629690, 0.020000 
2.638540, 0.020000 
2.647400, 0.020000 
2.656250, 0.020000 
2.665100, 0.020000 
2.673960, 0.020000 
2.682810, 0.020000 
2.691670, 0.020000 
2.700520, 0.020000 
2.709380, 0.020000 
2.718230, 0.020000 
2.727080, 0.020000 
2.735940, 0.020000 
2.744790, 0.020000 
2.753650, 0.020000 
2.762500, 0.020000 
2.771350, 0.020000 
2.780210, 0.020000 
2.789060, 0.020000 
2.797920, 0.020000 
2.806770, 0.020000 
2.815630, 0.020000 
2.824480, 0.020000 
2.833330, 0.020000 
2.842190, 0.020000 
2.851040, 0.020000 
2.859900, 0.020000 
2.868750, 0.020000 
2.877600, 0.020000 
2.886460, 0.020000 
2.895310, 0.020000 
2.904170, 0.020000 
2.913020, 0.020000 
2.921880, 0.020000 
2.930730, 0.020000 
2.939580, 0.020000 
2.948440, 0.020000 
2.957290, 0.020000 
2.966150, 0.020000 
2.975000, 0.020000 
2.983850, 0.020000 
2.992710, 0.020000 
3.001560, 0.020000
